"Document Links Row #{0}: Table Fieldname is mandatory for internal links","Linha #{0} de Links de Documento: nome de campo de tabela é obrigatório para links internos"
"Document Links","Links de documentos"
"Document Name must not be empty","O nome do documento não pode estar vazio"
"Document Name","Nome do Documento"
"Document Naming Rule Condition","Condição da regra de nomenclatura de documento"
"Document Naming Rule","Regra de nomenclatura de documento"
"Document Naming Settings","Configurações de Nomenclatura"
"Document not Relinked","Documento não revinculado"
"Document Queued","Documento enfileirado"
"Document renamed from {0} to {1}","Documento renomeado de {0} para {1}"
"Document renaming from {0} to {1} has been queued","Renomeação do documento de {0} para {1} foi enfileirada"
"Document Restoration Summary","Resumo da restauração de documento"
"Document Restored","Documento restaurado"
"Document Saved","Documento salvo"
"Document Share Key Expiry (in Days)","Expiração da chave de compartilhamento de documento (em dias)"
"Document Share Key","Chave de compartilhamento de documento"
"Document Share Report","Relatório de compartilhamento de documento"
"Document Share","compartilhamento de Documentos"
"Document States","Documento Unidos"
"Document Status","Status do documento"
"Document Tag","Etiqueta de Documento"
"Document Title","Título do documento"
"Document Type {0} has been repeated.","Tipo de Documento {0} foi repetido."
"Document Type and Function are required to create a number card","Tipo de Documento e Função são obrigatórios para criar um cartão numérico"
"Document Type is not importable","Tipo de Documento não é importável"
"Document Type is not submittable","Tipo de Documento não é enviável"
"Document type is required to create a dashboard chart","Tipo de documento é obrigatório para criar um gráfico de dashboard"
"Document Type to Track","Tipo de Documento a monitorar"
"Document Type","Tipo de documento"
"""document type...","e.g. customer,""tipo de documento..., ex.: cliente"""
"Document Types (Select Permissions Only)","Tipos de Documento (somente selecionar permissões)"
"Document Types and Permissions","Tipos de Documento e Permissões"
"Document Types","Tipos de Documento"
"Document Unlocked","Documento desbloqueado"
"Document","Documento"
"Documentation Link","Link da documentação"
"Documentation URL","URL de documentação"
"Documentation","Documentação"
"Documents restored successfully","Documentos restaurados com sucesso"
"Documents that failed to restore","Documentos que falharam ao restaurar"
"Documents that were already restored","Documentos que já estavam restaurados"
"Documents","Documentos"
"Domain Name","Nome do domínio"
"Domain Settings","Configurações de domínio"
"Domain","Domínio"
"Domains HTML","Domínios HTML"
"Domains","Domínios"
"Done","Feito"
"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;","as they could be intentionally used in this field,""Não codifique tags HTML como &lt;script&gt; ou apenas caracteres como &lt; ou &gt;, pois eles podem ser usados intencionalmente neste campo"
"Don't have an account?","Não tem uma conta?"
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;","as they could be intentionally used in this field,""Não codifique em HTML tags como &lt;script&gt; ou apenas caracteres como &lt; ou &gt;, pois eles podem ser usados intencionalmente neste campo"
"Don't Import","Não importar"
"Don't Override Status","Não sobrescrever status"
"Don't Send Emails","Não enviar e-mails"
"Donut","Rosquinha"
"Double click to edit label","Clique duplo para editar rótulo"
"Download as CSV","Baixar como CSV"
"Download Backups","Baixar backups"
"Download Data","Baixar dados"
"Download Files Backup","Baixar backup de arquivos"
"Download Link","Baixar link"
"Download PDF","Baixar PDF"
"Download Report","Baixar relatório"
"Download Template","Baixar modelo"
"Download vCard","Baixar vCard"
"Download vCards","Baixar vCards"
"Download Your Data","Baixar seus dados"
"Download","Baixar"
"DRAFT","RASCUNHO"
"Draft","Em andamento"
"Drag & Drop a section here from another tab","Arraste e solte uma seção aqui de outra aba"
"Drag and drop files here or upload from","Arraste e solte arquivos aqui ou carregue de"
"Drag columns to set order. Column width is set in percentage. The total width should not be more than 100. Columns marked in red will be removed.","Arraste colunas para definir a ordem. A largura da coluna é definida em percentual. A largura total não deve ser maior que 100. Colunas marcadas em vermelho serão removidas."
"Drag elements from the sidebar to add. Drag them back to trash.","Arraste elementos da barra lateral para adicionar. Arraste-os de volta para a lixeira."
"Drag to add state","Arraste para adicionar estado"
"Drag","Arrastar"
"Drop files here","Solte os arquivos aqui"
"Dropdowns","Listas suspensas"
"Due Date Based On","Data de vencimento baseada em"
"Due Date","Data de Vencimento"
"Duplicate {0} rows","Duplicar {0} linhas"
"Duplicate current row","Duplicar linha atual"
"Duplicate Entry","Entrada duplicada"
"Duplicate field","Duplicar campo"
"Duplicate Filter Name","Nome de filtro duplicado"
"Duplicate Name","Nome duplicado"
"Duplicate row","Duplicar linha"
"Duplicate rows","Duplicar linhas"
"Duplicate","Duplicar"
"Duration","Duração"
"Dynamic Filters JSON","Filtros dinâmicos JSON"
"Dynamic Filters Section","Seção de Filtros Dinâmicos"
"Dynamic Filters","Filtros Dinâmicos"
"Dynamic Link","Link dinâmico"
"Dynamic Report Filters","Filtros dinâmicos de relatórios"
"Dynamic Route","Rota Dinâmica"
"Dynamic Template","Modelo dinâmico"
"Dynamic","Dinâmico"
"e.g. ""Support"", ""Sales"", ""Jerry Yang""","ex.: ""Suporte"", ""Vendas"", ""João Silva"""
"e.g. (55 + 434) / 4","ex.: (55 + 434) / 4"
"e.g. pop.gmail.com / imap.gmail.com","ex: pop.gmail.com / imap.gmail.com"
"e.g. replies@yourcomany.com. All replies will come to this inbox.","ex: respostas@suaempresa.com.br. Todas as respostas chegarão nesta caixa de entrada."
"e.g. smtp.gmail.com","ex: smtp.gmail.com"
"e.g.:","ex.:"
"Edit {0}","Editar {0}"
"Edit {0} rows","Editar {0} linhas"
"Edit row","Editar linha"
"Edit Address in Form","Editar endereço no formulário"
"Edit Auto Email Report Settings","Editar configurações do relatório automático por e-mail"
"Edit Chart","Editar gráfico"
"Edit Custom Block","Editar bloco personalizado"
"Edit Custom HTML","Editar HTML personalizado"
"Edit DocType","Editar DocType"
"Edit Existing","Editar existente"
"Edit Filter","Editar filtro"
"Edit Filters","Editar filtros"
"Edit Footer","Editar rodapé"
"Edit Format","Editar formato"
"Edit Full Form","Editar formulário completo"
"Edit Header","Editar cabeçalho"
"Edit Heading","Editar título"
"Edit HTML","Editar HTML"
"Edit Layout","Editar Layout"
"Edit Letter Head Footer","Editar rodapé do cabeçalho de carta"
"Edit Letter Head","Editar cabeçalho de carta"
"Edit Links","Editar links"
"Edit mode","Modo de edição"
"Edit Number Card","Editar cartão numérico"
"Edit Onboarding","Editar onboarding"
"Edit Print Format","Editar formato de impressão"
"Edit Profile","Editar Perfil"
"Edit Properties","Editar propriedades"
"Edit Quick List","Editar lista rápida"
"Edit Shortcut","Editar atalho"
"Edit Sidebar","Editar barra lateral"
"Edit the {0} Doctype","Editar o Doctype {0}"
"Edit to add content","Edite para adicionar conteúdo"
"Edit Values","Editar valores"
"Edit your response","Edite sua resposta"
"Edit your workflow visually using the Workflow Builder.","Edite seu fluxo de trabalho visualmente usando o Workflow Builder."
"Edit","Editar"
"Editable Grid","Grade editável"
"Editing {0}","Editando {0}"
"Editing Row","Editando linha"
"Eg. smsgateway.com/api/send_sms.cgi","Ex.: smsgateway.com/api/send_sms.cgi"
"Either key or IP flag is required.","É necessário informar a chave ou a flag de IP."
"Element Selector","Seletor de elemento"
"emacs","emacs"
"Email Account {0} Disabled","Conta de e-mail {0} desativada"
"Email Account added multiple times","Conta de e-mail adicionada várias vezes"
"Email Account Disabled.","Conta de e-mail desativada."
"Email Account Name","Nome da Conta de E-mail"
"Email Account not setup. Please create a new Email Account from Settings > Email Account","Conta de e-mail não configurada. Crie uma nova Conta de E-mail em Configurações > Conta de E-mail"
"Email Account","Conta de E-mail"
"Email Address whose Google Contacts are to be synced.","Endereço de e-mail cujos Google Contacts serão sincronizados."
"Email Address","Endereço de E-mail"
"Email Addresses","Endereços de e-mail"
"Email Domain","Domínio de Email"
"Email Flag Queue","Fila de sinalização de e-mail"
"Email Footer Address","Endereço no rodapé do e-mail"
"Email Group Member","Membro do grupo de e-mail"
"Email Group","Grupo de e-mail"
"Email has been marked as spam","O e-mail foi marcado como spam"
"Email has been moved to trash","O e-mail foi movido para a lixeira"
"Email Header","Cabeçalho de e-mail"
"Email ID","ID de e-mail"
"Email IDs","IDs de e-mail"
"Email Inbox","Caixa de Entrada"
"email inbox","Caixa de entrada de e-mail"
"Email is mandatory to create User Email","O e-mail é obrigatório para criar E-mail do Usuário"
"Email not sent to {0} (unsubscribed / disabled)","E-mail não enviado para {0} (descadastrado / desativado)"
"Email not verified with {0}","E-mail não verificado com {0}"
"Email Queue flushing aborted due to too many failures.","Limpeza da fila de e-mail abortada devido a muitas falhas."
"Email queue is currently suspended. Resume to automatically send other emails.","A fila de e-mails está suspensa no momento. Retome para enviar automaticamente os outros e-mails."
"Email Queue Recipient","Destinatário da fila de e-mail"
"Email Queue records","Registros da fila de Emails"
"Email Queue records.","Registros da fila de e-mail."
"Email Queue","Fila de Emails"
"Email Reply Help","Ajuda de resposta de e-mail"
"Email Retry Limit","Limite de tentativas de e-mail"
"Email Rule","Regra de e-mail"
"Email sending undone","Envio de e-mail desfeito"
"Email Sent At","E-mail enviado em"
"Email Sent","E-mail enviado"
"Email Settings","Configurações de e-mail"
"Email Signature","Assinatura de E-mail"
"Email size {0:.2f} MB exceeds the maximum allowed size of {1:.2f} MB","O tamanho do e-mail {0:.2f} MB excede o tamanho máximo permitido de {1:.2f} MB"
"Email Status","Status do e-mail"
"Email Sync Option","Opção de sincronização de e-mail"
"Email Template","Modelo de E-mail"
"Email Threads on Assigned Document","Conversas de e-mail em documentos atribuídos"
"Email To","E-mail para"
"Email undo window is over. Cannot undo email.","A janela para desfazer o e-mail terminou. Não é possível desfazer o e-mail."
"Email Unsubscribe","Cancelar inscrição de e-mail"
"Email","E-mail"
"Emails are already being pulled from this account.","Os e-mails já estão sendo recebidos desta conta."
"Emails are muted","Os e-mails estão silenciados"
"Emails Pulled","E-mails recebidos"
"Emails will be sent with next possible workflow actions","Os e-mails serão enviados com as próximas ações possíveis do fluxo de trabalho"
"Emails","E-mails"
"Embed code copied","Código de incorporação copiado"
"Empty alias is not allowed","Alias vazio não é permitido"
"Empty column","Coluna vazia"
"Empty string arguments are not allowed","Argumentos de string vazia não são permitidos"
"empty","vazio"
"Enable bulk update of this field across child table rows.","Habilitar atualização em massa deste campo em todas as linhas da tabela filha."
"Enable Action Confirmation","Habilitar confirmação de ação"
"Enable Address Autocompletion","Habilitar autocompletar de endereço"
"Enable Allow Auto Repeat for the doctype {0} in Customize Form","Habilite Permitir Repetição Automática para o doctype {0} em Personalizar Formulário"
"Enable Auto Reply","Ativar resposta automática"
"Enable Automatic Linking in Documents","Ativar Vinculação Automática em Documentos"
"Enable Comments","Ativação de comentários"
"Enable developer mode to create a standard Print Template","Habilite o modo de desenvolvedor para criar um Modelo de Impressão padrão"
"Enable developer mode to create a standard Web Template","Habilite o modo de desenvolvedor para criar um Modelo Web padrão"
"Enable Dynamic Client Registration","Habilitar registro dinâmico de cliente"
"Enable Email Notifications","Habilitar notificações por e-mail"
"Enable Google API in Google Settings.","Habilite a API do Google em Configurações do Google."
"Enable Google indexing","Habilitar indexação do Google"
"Enable if on click|||opens modal.","Habilite se ao clicar|||abre modal."
"Enable in-app website tracking","Habilitar rastreamento de site no aplicativo"
"Enable Incoming","Habilitar Recebimento (Entrada)"
"Enable Onboarding","Habilitar onboarding"
"Enable Outgoing","Habilitar Envio (Saída)"
"Enable Password Policy","Ativar política de senha"
"Enable Prepared Report","Habilitar relatório preparado"
"Enable Print Server","Ativar servidor de impressão"
"Enable Push Notification Relay","Habilitar relay de notificação push"
"Enable Rate Limit","Habilitar limite de taxa"
"Enable Raw Printing","Ativar impressão bruta"
"Enable Report","Habilitar relatório"
"Enable Scheduled Jobs","Ativar Tarefas Agendadas"
"Enable Scheduler","Habilitar agendador"
"Enable Security","Ativar segurança"
"Enable Social Login","Ativar Login Social"
"Enable System Notification","Habilitar notificação do sistema"
"Enable Tracking Page Views","Habilitar rastreamento de visualizações de página"
"Enable Two Factor Auth","Habilitar autenticação em dois fatores"
"Enable","Permitir"
"Enabled email inbox for user {0}","Caixa de entrada de e-mail habilitada para o usuário {0}"
"Enabled Scheduler","Agendador habilitado"
"Enabled","Ativo"
"Enables Calendar and Gantt views.","Habilita as visualizações Calendário e Gantt."
"Enabling auto reply on an incoming email account will send automated replies to all the synchronized emails. Do you wish to continue?","Ativar a resposta automática em uma conta de e-mail de entrada enviará respostas automáticas para todos os e-mails sincronizados. Deseja continuar?"
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.","Ao habilitar isto, seu site será registrado em um servidor relay central para enviar notificações push de todos os aplicativos instalados por meio do Firebase Cloud Messaging. Esse servidor armazena apenas tokens de usuário e logs de erro, e nenhuma mensagem é salva."
"Enabling this will submit documents in background","Ao habilitar isto, os documentos serão enviados em segundo plano"
"Encrypt Backups","Criptografar backups"
"Encryption key is in invalid format!","A chave de criptografia está em formato inválido!"
"Encryption key is invalid! Please check site_config.json","A chave de criptografia é inválida! Verifique o site_config.json"
"End Date cannot be before Start Date!","A data final não pode ser anterior à data inicial!"
"End Date cannot be today.","A data final não pode ser hoje."
"End Date Field","Campo de data final"
"End Date","Data final"
"End","Fim"
"Ended At","Encerrado em"
"Endpoints","Endpoints"
"Ends on","Termina em"
"Energy Point","Ponto de energia"
"Enqueued By","Enfileirado por"
"Enqueued creation of indexes","Criação de índices enfileirada"
"Ensure the user and group search paths are correct.","Garanta que os caminhos de pesquisa de usuário e grupo estejam corretos."
"Enter a name for this {0}","Informe um nome para este {0}"
"Enter Client Id and Client Secret in Google Settings.","Informe o Client ID e o Client Secret em Configurações do Google."
"Enter Code displayed in OTP App.","Informe o código exibido no aplicativo OTP."
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Informe os campos de valor padrão (chaves) e valores. Se você adicionar vários valores para um campo, o primeiro será escolhido. Esses padrões também são usados para definir regras de permissão de ""correspondência"". Para ver a lista de campos, vá para ""Personalizar Formulário""."
"Enter Email Recipient(s) in the To,CC, or BCC fields,"Informe o(s) destinatário(s) de e-mail nos campos Para, CC ou BCC"
"Enter folder name","Informe o nome da pasta"
"Enter Form Type","Informe o tipo de formulário"
"Enter list of Options, each on a new line.","Informe a lista de opções, cada uma em uma nova linha."
"Enter static url parameters here (Eg. sender=ERPNext,username=ERPNext, password=1234 etc.)","Informe aqui os parâmetros estáticos da URL (ex.: sender=ERPNext, username=ERPNext, password=1234 etc.)"
"Enter url parameter for message","Informe o parâmetro de URL para mensagem"
"Enter url parameter for receiver nos","Informe o parâmetro de URL para números do destinatário"
"Enter Value","Informe o valor"
"Enter your password","Informe sua senha"
"Entity Name","Nome da entidade"
"Entity Type","Tipo de entidade"
"Equals","Igual"
"Error {0}: {1}","Erro {0}: {1}"
"Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Click here to Download and install QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Click here to learn more about Raw Printing</a>.","Erro ao conectar ao aplicativo QZ Tray...<br><br> Você precisa ter o aplicativo QZ Tray instalado e em execução para usar o recurso Raw Print.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Clique aqui para baixar e instalar o QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Clique aqui para saber mais sobre Raw Printing</a>."
"Error connecting via IMAP/POP3: {e}","Erro ao conectar via IMAP/POP3: {e}"
"Error connecting via SMTP: {e}","Erro ao conectar via SMTP: {e}"
"Error has occurred in {0}","Ocorreu um erro em {0}"
"Error in {0}.get_list: {1}","Erro em {0}.get_list: {1}"
"Error in Client Script","Erro no Script do Cliente"
"Error in Client Script.","Erro no Script do Cliente."
"Error in Header/Footer Script","Erro no Script de Cabeçalho/Rodapé"
"Error in Notification","Erro na notificação"
"Error in print format on line {0}: {1}","Erro no formato de impressão na linha {0}: {1}"
"Error Log","Log de Erros"
"Error Message","Mensagem de erro"
"Error parsing nested filters: {0}. {1}","Erro ao processar filtros aninhados: {0}. {1}"
"Error validating ""Ignore User Permissions","Erro ao validar ""Ignorar Permissões do Usuário"""
"Error while connecting to email account {0}","Erro ao conectar com a conta de e-mail {0}"
"Error while evaluating Notification {0}. Please fix your template.","Erro ao avaliar a Notificação {0}. Corrija seu modelo."
"Error","Erro"
"Error: {0} Row #{1}: Value missing for: {2}","Erro: {0} Linha #{1}: valor ausente para: {2}"
"Error: Data missing in table {0}","Erro: dados ausentes na tabela {0}"
"Error: Value missing for {0}: {1}","Erro: valor ausente para {0}: {1}"
"Errors","Erros"
"ESC","ESC"
"Evaluate as Expression","Avaliar como expressão"
"Event Category","Categoria do Evento"
"Event Frequency","Frequência do evento"
"Event Notifications","Notificações de evento"
"Event Participants","Participantes do evento"
"Event Reminders","Lembretes de eventos"
"Event Synced with Google Calendar.","Evento sincronizado com Google Calendar."
"Event Type","Tipo de evento"
"Event","Evento"
"Events in Today's Calendar","Eventos no calendário de hoje"
"Events","Eventos"
"Everyone","Todos"
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]","Ex.: ""colors"": [""#d1d8dd"", ""#ff5858""]"
"Exact Copies","Cópias exatas"
"Example","Exemplo"
"Example: ""/desk","Exemplo: ""/desk"""
"Example: #Tree/Account","Exemplo: # árvore / conta"
"Example: {{ subject }}","Exemplo: {{ subject }}"
"Example: 00001","Exemplo: 00001"
"Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.","Exemplo: definir isto como 24:00 fará logout do usuário se ele não estiver ativo por 24:00 horas."
"Excel","Excel"
"Excellent","Excelente"
"Exception","Exceção"
"Execute Console script","Executar script do Console"
"Execute","Executar"
"Executing Code","Executando código"
"Executing...","Executando..."
"Execution Time: {0} sec","Tempo de execução: {0} s"
"Executive","Executivo"
"Existing Role","Perfil existente"
"Expand All","Expandir tudo"
"Expand","Expandir"
"""Expected 'and' or 'or' operator","found: {0},""Operador 'and' ou 'or' esperado, encontrado: {0}"""
"Experimental","Experimental"
"Expert","Especialista"
"Expiration time","Data de validade"
"Expire Notification On","Expirar notificação em"
"Expired","Expirado"
"Expires In","Expira em"
"Expires On","Expira em"
"Expiry time of QR Code Image Page","Tempo de expiração da página de imagem de código QR"
"Export {0} records","Exportar {0} registros"
"Export 1 record","Exportar 1 registro"
"Export all {0} rows?","Exportar todas as {0} linhas?"
"Export all matching rows?","Exportar todas as linhas correspondentes?"
"Export as zip","Exportar como zip"
"Export Custom Permissions","Exportar permissões personalizadas"
"Export Customizations","Exportar personalizações"
"Export Data","Exportar dados"
"Export Errored Rows","Exportar linhas com erro"
"Export From","Exportar de"
"Export Import Log","Exportar log de importação"
"Export in Background","Exportar em segundo plano"
"Export not allowed. You need {0} role to export.","Exportação não permitida. Você precisa do perfil {0} para exportar."
"Export only customizations assigned to the selected module.<br><span class='text-muted'><strong>Note:</strong> You must set the <em>Module (for export)</em> field on Custom Field and Property Setter records before applying this filter.</span><p class='alert alert-warning'> <strong>Warning:</strong> Customizations from other modules will be excluded.</p>","Exporte apenas as personalizações atribuídas ao módulo selecionado.<br><span class='text-muted'><strong>Nota:</strong> Você deve definir o campo <em>Módulo (para exportação)</em> nos registros de Campo Personalizado e Property Setter antes de aplicar este filtro.</span><p class='alert alert-warning'> <strong>Aviso:</strong> Personalizações de outros módulos serão excluídas.</p>"
"Export Report: {0}","Exportar relatório: {0}"
"Export the data without any header notes and column descriptions","Exportar os dados sem notas de cabeçalho e descrições de coluna"
"Export Type","Tipo de exportação"
"Export without main header","Exportar sem cabeçalho principal"
"Export","Exportar"
"Exported permissions will be force-synced on every migrate overriding any other customization.","As permissões exportadas serão sincronizadas forçadamente em cada migração, sobrescrevendo qualquer outra personalização."
"Expose Recipients","Mostrar Destinatários"
"Expression (old style)","Expressão (estilo antigo)"
"Expression","Expressão"
"Expression,Optional","Expressão, Opcional"
"External Link","Link externo"
"External","Externo"
"Extra Parameters","Parâmetros extras"
"Facebook","Facebook"
"Fail","Falha"
"Failed Emails","E-mails com falha"
"Failed Job Count","Quantidade de tarefas com falha"
"Failed Jobs","Tarefas com falha"
"Failed Login Attempts","Tentativas de login malsucedidas"
"Failed Logins (Last 30 days)","Logins com falha (últimos 30 dias)"
"Failed to aquire lock: {}. Lock may be held by another process.","Falha ao adquirir lock: {}. O lock pode estar em uso por outro processo."
"Failed to change password.","Falha ao alterar a senha."
"Failed to complete setup","Falha ao concluir a configuração"
"Failed to compute request body: {}","Falha ao calcular o corpo da requisição: {}"
"Failed to connect to server","Falha ao conectar ao servidor"
"Failed to decode token,please provide a valid base64-encoded token.","Falha ao decodificar o token, informe um token válido codificado em base64."
"Failed to decrypt key {0}","Falha ao descriptografar a chave {0}"
"Failed to delete {0} documents: {1}","Falha ao excluir documentos {0}: {1}"
"Failed to delete communication","Falha ao excluir a comunicação"
"Failed to enable scheduler: {0}","Falha ao habilitar o agendador: {0}"
"Failed to evaluate conditions: {}","Falha ao avaliar condições: {}"
"Failed to export python type hints","Falha ao exportar type hints de Python"
"Failed to generate names from the series","Falha ao gerar nomes a partir da série"
"Failed to generate preview of series","Falha ao gerar pré-visualização da série"
"Failed to get method {0} with {1}","Falha ao obter método {0} com {1}"
"Failed to get method for command {0} with {1}","Falha ao obter método para o comando {0} com {1}"
"Failed to import virtual doctype {},is controller file present?","Falha ao importar doctype virtual {}; o arquivo controlador está presente?"
"Failed to optimize image: {0}","Falha ao otimizar imagem: {0}"
"Failed to render message: {}","Falha ao renderizar mensagem: {}"
"Failed to render subject: {}","Falha ao renderizar assunto: {}"
"Failed to request login to Frappe Cloud","Falha ao solicitar login no Frappe Cloud"
"Failed to retrieve the list of IMAP folders from the server. Please ensure the mailbox is accessible and the account has permission to list folders.","Falha ao obter a lista de pastas IMAP do servidor. Verifique se a caixa de correio está acessível e se a conta tem permissão para listar pastas."
"Failed to send email with subject:","Falha ao enviar e-mail com assunto:"
"Failed to send notification email","Falha ao enviar e-mail de notificação"
"Failed to update global settings","Falha ao atualizar configurações globais"
"Failed Transactions","Transações com falha"
"Failed while calling API {0}","Falha ao chamar a API {0}"
"Failed","Falhou"
"failed","falhou"
"Failing Scheduled Jobs (last 7 days)","Tarefas agendadas com falha (últimos 7 dias)"
"Failure Rate","Taxa de falha"
"FAILURE","FALHA"
"FavIcon","Favicon"
"Fax","Fax"
"Feedback","Feedback"
"Female","Feminino"
"Fetch attached images from document","Buscar imagens anexadas do documento"
"Fetch From","Buscar de"
"Fetch Images","Buscar imagens"
"Fetch on Save if Empty","Buscar ao salvar se estiver vazio"
"Fetching default Global Search documents.","Buscando documentos padrão da Busca Global."
"Fetching fields from {0}...","Buscando campos de {0}..."
"""Field ""route"" is mandatory for Web Views","O campo ""route"" é obrigatório para visualizações web"""
"""Field ""title"" is mandatory if ""Website Search Field"" is set.","O campo ""title"" é obrigatório se ""Website Search Field"" estiver definido."""
"""Field ""value"" is mandatory. Please specify value to be updated","O campo ""value"" é obrigatório. Informe o valor a ser atualizado"""
"Field {0} does not exist on {1}","O campo {0} não existe em {1}"
"Field {0} is referring to non-existing doctype {1}.","O campo {0} está referenciando o doctype inexistente {1}."
"Field {0} must be a virtual field to support virtual doctype.","O campo {0} deve ser um campo virtual para suportar doctype virtual."
"Field {0} not found.","Campo {0} não encontrado."
"Field {0} on document {1} is neither a Mobile number field nor a Customer or User link","O campo {0} no documento {1} não é um campo de número de celular nem um link para Cliente ou Usuário"
"Field <code>{0}</code> not found in {1}","Campo <code>{0}</code> não encontrado em {1}"
"Field Description","Descrição do Campo"
"Field is required","O campo é obrigatório"
"Field Missing","Campo ausente"
"Field Name","Nome do campo"
"Field not found","Campo não encontrado"
"Field not permitted in query","Campo não permitido na consulta"
"Field Orientation (Left-Right)","Orientação do campo (esquerda-direita)"
"Field Orientation (Top-Down)","Orientação do campo (cima-baixo)"
"Field Template","Modelo de campo"
"Field that represents the Workflow State of the transaction (if field is not present,a new hidden Custom Field will be created)","Campo que representa o Estado do Fluxo de Trabalho da transação (se o campo não existir, um novo Campo Personalizado oculto será criado)"
"Field to Track","Campo para rastrear"
"Field type cannot be changed for {0}","O tipo do campo não pode ser alterado para {0}"
"Field Type","Tipo de campo"
"Field","Campo"
"Fieldname {0} appears multiple times","Fieldname {0} aparece várias vezes"
"Fieldname {0} cannot have special characters like {1}","Fieldname {0} não pode ter caracteres especiais como {1}"
"Fieldname '{0}' conflicting with a {1} of the name {2} in {3}","Fieldname '{0}' em conflito com um {1} de nome {2} em {3}"
"Fieldname {0} conflicting with meta object","Fieldname {0} em conflito com objeto meta"
"Fieldname {0} is restricted","Fieldname {0} é restrito"
"Fieldname called {0} must exist to enable autonaming","Um fieldname chamado {0} deve existir para habilitar nomeação automática"
"Fieldname is limited to 64 characters ({0})","O fieldname é limitado a 64 caracteres ({0})"
"Fieldname not set for Custom Field","Fieldname não definido para Campo Personalizado"
"Fieldname which will be the DocType for this link field.","Fieldname que será o DocType para este campo de link."
"Fieldname","Nome do campo"
"Fields `file_name` or `file_url` must be set for File","Os campos `file_name` ou `file_url` devem ser definidos para Arquivo"
"Fields Multicheck","Multicheck de campos"
"Fields must be a list or tuple when as_list is enabled","Os campos devem ser uma lista ou tupla quando as_list estiver habilitado"
"""Fields must be a string","list, tuple, pypika Field, or pypika Function,""Os campos devem ser string, lista, tupla, pypika Field ou pypika Function"""
"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box","Os campos separados por vírgula (,) serão incluídos na lista ""Search By"" da caixa de diálogo de busca"
"Fields","Campos"
"Fieldtype cannot be changed from {0} to {1} in row {2}","Fieldtype não pode ser alterado de {0} para {1} na linha {2}"
"Fieldtype cannot be changed from {0} to {1}","Fieldtype não pode ser alterado de {0} para {1}"
"Fieldtype","Fieldtype"
"""File ""{0}"" was skipped because of invalid file type","O arquivo ""{0}"" foi ignorado devido a tipo de arquivo inválido"""
"File ""{0}"" was skipped because only {1} uploads are allowed for DocType ""{2}","O arquivo ""{0}"" foi ignorado porque apenas uploads {1} são permitidos para o DocType ""{2}"""
"""File ""{0}"" was skipped because only {1} uploads are allowed","O arquivo ""{0}"" foi ignorado porque apenas uploads {1} são permitidos"""
"""File ""{0}"" was skipped because size exceeds {1} MB","O arquivo ""{0}"" foi ignorado porque o tamanho excede {1} MB"""
"File {0} does not exist","O arquivo {0} não existe"
"File '{0}' not found","Arquivo '{0}' não encontrado"
"File backup is ready","O backup do arquivo está pronto"
"File Information","Informações do arquivo"
"File Manager","Gerenciador de Arquivos"
"File name cannot have {0}","O nome do arquivo não pode conter {0}"
"File Name","Nome do arquivo"
"File not attached","Arquivo não anexado"
"File size exceeded the maximum allowed size of {0} MB","O tamanho do arquivo excedeu o tamanho máximo permitido de {0} MB"
"File Size","Tamanho do arquivo"
"File Storage","Armazenamento de arquivos"
"File too big","Arquivo muito grande"
"File type of {0} is not allowed","O tipo de arquivo de {0} não é permitido"
"File Type","Tipo de arquivo"
"File upload failed.","Falha no upload do arquivo."
"File URL","URL do arquivo"
"File","Arquivo"
"Files","Arquivos"
"Filter Applied","filtro aplicado"
"Filter Area","Área de filtros"
"Filter condition missing after operator: {0}","Condição de filtro ausente após o operador: {0}"
"Filter Data","Filtrar dados"
"Filter fields have invalid backtick notation: {0}","Campos de filtro possuem notação com crase inválida: {0}"
"Filter List","Lista de filtros"
"Filter Meta","Filtrar Meta"
"Filter Name","Nome do filtro"
"Filter Values","Valores de filtro"
"Filter","Filtro"
"Filter...","Filtro..."
"Filtered by ""{0}","Filtrado por ""{0}"""
"Filtered By","Filtrado por"
"Filtered by: {0}.","Filtrado por: {0}."
"Filtered Records","Registros filtrados"
"Filters {0}","Filtros {0}"
"Filters Configuration","Configuração de Filtros"
"Filters Display","Exibição dos Filtros"
"Filters Editor","Editor de filtros"
"Filters JSON","Filtros JSON"
